node1	node2	edge	edge_descrip	layer_descrip
AT1G64590	AT5G25570	4.73730974575911	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G63940	AT2G15620	4.73730974575911	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G63000	AT1G78570	4.73730974575911	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G61150	AT4G09340	4.73730974575911	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G57720	AT2G18110	4.73730974575911	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G52100	AT5G01210	4.73730974575911	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G48470	AT5G37600	4.73730974575911	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G34570	AT2G26560	4.73730974575911	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G32100	AT5G47435	4.73730974575911	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G30480	AT5G25060	4.73730974575911	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G29900	AT3G27740	4.73730974575911	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G26910	AT1G71840	4.73730974575911	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G26570	AT5G39320	4.73730974575911	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G25220	AT5G59010	4.73730974575911	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G22800	AT4G35905	4.73730974575911	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G19740	AT3G59300	4.73730974575911	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G17745	AT4G34200	4.73730974575911	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G14960	AT1G54840	4.73730974575911	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G07930	AT1G77550	4.73730974575911	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G07890	AT4G19360	4.73730974575911	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G07160	AT2G04800	4.73730974575911	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT5G43700	AT5G65670	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT5G37020	AT5G43700	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT5G25890	AT5G65670	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT5G25890	AT5G57420	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT5G25890	AT5G43700	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT5G25890	AT5G37020	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT5G20730	AT5G43700	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT5G20730	AT5G25890	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G32280	AT5G57420	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G32280	AT5G37020	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G32280	AT5G20730	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G30080	AT5G57420	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G29080	AT5G65670	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G29080	AT5G57420	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G29080	AT5G43700	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G29080	AT5G37020	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G29080	AT5G25890	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G29080	AT5G20730	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G28640	AT5G65670	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G28640	AT5G43700	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G28640	AT5G25890	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G28640	AT5G20730	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G23980	AT5G43700	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G23980	AT5G25890	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G23980	AT4G32280	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G23980	AT4G29080	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G14560	AT5G65670	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G14560	AT5G43700	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G14560	AT5G37020	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G14560	AT5G20730	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G14560	AT4G23980	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G14550	AT5G65670	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G14550	AT5G57420	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G14550	AT5G43700	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G14550	AT5G25890	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G14550	AT5G20730	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G14550	AT4G29080	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT4G14550	AT4G14560	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G62100	AT5G57420	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G62100	AT5G43700	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G62100	AT5G37020	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G62100	AT5G25890	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G62100	AT4G29080	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G62100	AT4G28640	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G62100	AT4G23980	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G62100	AT4G14560	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G61830	AT5G57420	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G23050	AT5G60450	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G23050	AT5G57420	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G23050	AT5G37020	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G23050	AT5G20730	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G23050	AT4G29080	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G23050	AT4G14560	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G23050	AT3G62100	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G23030	AT5G65670	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G23030	AT5G57420	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G23030	AT5G43700	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G23030	AT5G37020	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G23030	AT5G20730	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G23030	AT4G29080	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G23030	AT4G23980	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G23030	AT4G14560	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G23030	AT4G14550	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G23030	AT3G62100	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G17600	AT5G37020	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G17600	AT5G25890	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G17600	AT4G14560	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G16500	AT5G65670	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G16500	AT5G25890	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G16500	AT4G30080	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G16500	AT4G23980	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G16500	AT4G14550	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G16500	AT3G62100	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G15540	AT5G65670	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G15540	AT5G43700	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G15540	AT5G37020	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G15540	AT5G25890	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G15540	AT5G20730	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G15540	AT4G14550	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G15540	AT3G17600	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G15540	AT3G16500	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G04730	AT5G65670	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G04730	AT5G57420	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G04730	AT5G43700	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G04730	AT5G37020	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G04730	AT5G20730	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G04730	AT4G23980	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G04730	AT4G14550	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G04730	AT3G62100	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G04730	AT3G17600	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT3G04730	AT3G16500	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G46990	AT5G57420	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G46990	AT5G43700	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G46990	AT5G37020	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G46990	AT5G25890	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G46990	AT5G20730	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G46990	AT3G62100	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G46990	AT3G23050	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G46990	AT3G23030	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G33860	AT5G65670	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G33310	AT5G65670	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G33310	AT5G43700	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G33310	AT5G37020	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G33310	AT5G20730	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G33310	AT4G29080	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G33310	AT4G23980	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G33310	AT4G14550	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G33310	AT3G62100	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G33310	AT3G23050	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G33310	AT3G15540	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G33310	AT3G04730	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G28350	AT5G57420	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G28350	AT3G16500	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G22670	AT5G65670	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G22670	AT5G43700	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G22670	AT5G37020	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G22670	AT5G25890	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G22670	AT5G20730	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G22670	AT4G29080	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G22670	AT4G14560	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G22670	AT4G14550	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G22670	AT3G23050	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G22670	AT3G23030	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G22670	AT3G15540	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G22670	AT3G04730	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G22670	AT2G46990	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G01200	AT5G62000	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G01200	AT5G37020	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G01200	AT5G20730	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G01200	AT4G30080	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G01200	AT4G23980	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G01200	AT3G61830	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G01200	AT3G23050	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G01200	AT3G04730	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G01200	AT2G46990	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT2G01200	AT2G28350	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G80390	AT5G65670	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G80390	AT5G57420	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G80390	AT5G43700	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G80390	AT5G37020	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
AT1G80390	AT5G20730	4.62490238070409	AraNetv2_log-likelihood-score	AraNetv2-HT_high-throughput-ppi
